interface,model,task_id,total_search_invocations,total_elements_retrieved
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Specific_Task4,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Specific_Task5,4,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Specific_Task6,4,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Specific_Task7,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Specific_Task8,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Specific_Task9,4,60
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Vague_Task1,20,300
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Vague_Task2,5,100
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Vague_Task3,4,60
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Vague_Task4,8,160
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Vague_Task5,4,35
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Best_Fit_Vague_Task6,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task1,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task10,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task2,4,35
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task3,5,50
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task4,9,70
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task5,4,60
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task6,4,25
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task7,4,60
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task8,4,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_Cheapest_Product_Search_Task9,4,60
api_mcp,gpt-5-nano-2025-08-07,Webmall_Checkout_Task1,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Checkout_Task2,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Checkout_Task3,4,20
api_mcp,gpt-5-nano-2025-08-07,Webmall_Checkout_Task4,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Checkout_Task5,4,35
api_mcp,gpt-5-nano-2025-08-07,Webmall_Checkout_Task6,8,75
api_mcp,gpt-5-nano-2025-08-07,Webmall_Checkout_Task7,5,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Checkout_Task8,4,35
api_mcp,gpt-5-nano-2025-08-07,Webmall_EndToEnd_Task1,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_EndToEnd_Task2,9,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_EndToEnd_Task3,13,110
api_mcp,gpt-5-nano-2025-08-07,Webmall_EndToEnd_Task4,4,110
api_mcp,gpt-5-nano-2025-08-07,Webmall_EndToEnd_Task5,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_EndToEnd_Task6,8,70
api_mcp,gpt-5-nano-2025-08-07,Webmall_EndToEnd_Task7,10,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_EndToEnd_Task8,8,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_Find_Compatible_Products_Task1,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Find_Compatible_Products_Task2,8,180
api_mcp,gpt-5-nano-2025-08-07,Webmall_Find_Compatible_Products_Task3,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Find_Compatible_Products_Task4,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Find_Compatible_Products_Task5,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task1,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task10,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task11,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task12,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task2,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task3,8,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task4,8,110
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task5,4,60
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task6,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task7,4,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task8,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Single_Product_Search_Task9,4,60
api_mcp,gpt-5-nano-2025-08-07,Webmall_Substitutes_Task1,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Substitutes_Task2,4,40
api_mcp,gpt-5-nano-2025-08-07,Webmall_Substitutes_Task3,4,80
api_mcp,gpt-5-nano-2025-08-07,Webmall_Substitutes_Task4,4,60
api_mcp,gpt-5-nano-2025-08-07,Webmall_Substitutes_Task5,4,30
api_mcp,gpt-5-nano-2025-08-07,Webmall_Substitutes_Task6,4,30
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Add_To_Cart_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Add_To_Cart_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Add_To_Cart_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Add_To_Cart_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Add_To_Cart_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Add_To_Cart_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Add_To_Cart_Task7,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task10,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task11,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task7,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task8,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Specific_Task9,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Vague_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Vague_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Vague_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Vague_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Vague_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Vague_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Vague_Task7,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Best_Fit_Vague_Task8,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task10,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task7,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task8,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Specific_Task9,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Vague_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Vague_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Vague_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Vague_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Vague_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Best_Fit_Vague_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task10,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task7,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task8,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Cheapest_Product_Search_Task9,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Checkout_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Checkout_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Checkout_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Checkout_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Checkout_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Checkout_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Checkout_Task7,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Checkout_Task8,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_EndToEnd_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_EndToEnd_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_EndToEnd_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_EndToEnd_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_EndToEnd_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_EndToEnd_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_EndToEnd_Task7,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_EndToEnd_Task8,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Find_Compatible_Products_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Find_Compatible_Products_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Find_Compatible_Products_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Find_Compatible_Products_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Find_Compatible_Products_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task10,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task11,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task12,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task6,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task7,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task8,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Single_Product_Search_Task9,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Substitutes_Task1,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Substitutes_Task2,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Substitutes_Task3,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Substitutes_Task4,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Substitutes_Task5,0,0
cleanup,benchmark_results_gpt-4.1_20250715_142104.json,Webmall_Substitutes_Task6,0,0
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Add_To_Cart_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Add_To_Cart_Task2,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Add_To_Cart_Task3,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Add_To_Cart_Task4,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Add_To_Cart_Task5,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Add_To_Cart_Task6,0,0
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Add_To_Cart_Task7,0,0
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task10,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task11,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task2,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task3,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task4,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task5,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task6,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task7,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task8,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Specific_Task9,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task2,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task3,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task4,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task5,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task6,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task7,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task8,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Best_Fit_Vague_Task9,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task10,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task2,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task3,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task4,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task5,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task6,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task7,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task8,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Specific_Task9,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Vague_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Vague_Task2,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Vague_Task3,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Vague_Task4,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Vague_Task5,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Best_Fit_Vague_Task6,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task10,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task2,1,50
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task3,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task4,1,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task5,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task6,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task7,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task8,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Cheapest_Product_Search_Task9,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Checkout_Task1,0,0
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Checkout_Task2,1,5
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Checkout_Task3,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Checkout_Task4,1,5
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Checkout_Task5,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Checkout_Task6,1,5
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Checkout_Task7,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Checkout_Task8,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Find_Compatible_Products_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Find_Compatible_Products_Task2,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Find_Compatible_Products_Task3,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Find_Compatible_Products_Task4,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Find_Compatible_Products_Task5,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task10,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task11,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task12,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task2,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task3,2,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task4,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task5,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task6,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task7,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task8,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Single_Product_Search_Task9,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Substitutes_Task1,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Substitutes_Task2,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Substitutes_Task3,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Substitutes_Task4,1,10
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Substitutes_Task5,2,20
cleanup,hybrid_execution_history_20250707_141411.json,Webmall_Substitutes_Task6,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Add_To_Cart_Task1,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Add_To_Cart_Task2,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Add_To_Cart_Task3,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Add_To_Cart_Task4,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Add_To_Cart_Task5,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Add_To_Cart_Task6,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Add_To_Cart_Task7,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task1,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task10,1,20
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task11,1,20
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task2,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task3,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task4,1,20
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task5,1,12
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task6,1,20
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task7,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task8,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Specific_Task9,1,10
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Vague_Task1,1,15
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Vague_Task2,1,15
cleanup,hybrid_execution_history_20250707_164005.json,Webmall_Best_Fit_Vague_Task3,1,20
