task_category,task_id,task_completion_rate,precision,recall,f1_score,prompt_tokens,completion_tokens,execution_time_seconds,total_tool_calls,search_tool_calls,cart_tool_calls,checkout_tool_calls,evaluation_strategy,checkout_successful,error_occurred
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task3,0,0.0,0.0,0.0,63739,410,24.07955503463745,2,2,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task4,0,0.1,0.1,0.10000000000000002,116116,795,32.23530912399292,3,3,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task5,0,0.0,0.0,0.0,23869,155,9.424070119857788,1,1,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task6,0,0.0,0.0,0.0,94746,261,25.367693185806274,2,2,0,0,search_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task1,0,0.5,1.0,0.6666666666666666,205664,639,42.80841517448425,9,5,4,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task2,0,0.25,0.5,0.3333333333333333,221736,299,36.02499985694885,6,2,4,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task3,0,0.5,1.0,0.6666666666666666,306620,552,53.09464883804321,8,4,4,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task4,0,0.4,1.0,0.5714285714285715,309042,744,77.05565905570984,10,5,5,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task5,0,0.25,1.0,0.4,157985,542,39.469178915023804,8,4,4,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task6,0,0.5,1.0,0.6666666666666666,160499,562,47.052729845047,8,4,4,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task7,0,0.3333333333333333,0.5,0.4,133849,468,35.910988092422485,7,3,4,0,cart_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task1,0,0.1111111111111111,0.3333333333333333,0.16666666666666666,41429,530,25.24717688560486,2,2,0,0,search_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task2,0,0.0,0.0,0.0,52547,430,19.024295806884766,2,2,0,0,search_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task3,0,0.5,0.5,0.5,42187,278,25.172590017318726,1,1,0,0,search_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task4,0,1.0,0.6666666666666666,0.8,62007,434,20.142499923706055,3,3,0,0,search_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task5,0,0.0,0.0,0.0,19356,368,12.220666885375977,1,1,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task1,0,0.5,1.0,0.6666666666666666,35591,222,13.784608840942383,2,2,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task2,0,0.3333333333333333,1.0,0.5,106982,479,23.396178007125854,3,3,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task3,0,0.0,0.0,0.0,55238,374,20.806528091430664,3,3,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task4,0,0.0,0.0,0.0,61595,440,20.622195959091187,3,3,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task5,0,0.0,0.0,0.0,22774,220,13.309292078018188,1,1,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task6,0,0.0,0.0,0.0,38736,283,14.453542947769165,2,2,0,0,search_only,False,False
Webmall_Checkout,Webmall_Checkout_Task1,0,0.0,0.0,0.0,79866,338,34.92795705795288,7,4,3,0,checkout_failed,False,False
Webmall_Checkout,Webmall_Checkout_Task2,0,0.0,0.0,0.0,114021,941,47.059571981430054,10,5,4,0,checkout_failed,False,False
Webmall_Checkout,Webmall_Checkout_Task3,0,0.0,0.0,0.0,55447,447,32.71292495727539,5,2,2,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task4,1,1.0,1.0,1.0,27923,354,16.878453016281128,3,1,1,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task5,0,0.0,0.0,0.0,58252,396,28.92220902442932,5,2,2,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task6,0,0.0,0.0,0.0,67444,631,40.376970052719116,6,2,3,1,checkout_successful,True,False
Webmall_Checkout,Webmall_Checkout_Task7,0,0.0,0.0,0.0,42146,254,23.03765606880188,3,3,0,0,checkout_failed,False,False
Webmall_Checkout,Webmall_Checkout_Task8,1,1.0,1.0,1.0,54920,402,19.80288004875183,4,2,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task1,0,0.0,0.0,0.0,126137,495,33.46170496940613,5,3,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task2,0,0.0,0.0,0.0,48787,179,13.887081384658813,2,2,0,0,checkout_failed,False,False
Webmall_EndToEnd,Webmall_EndToEnd_Task3,1,1.0,1.0,1.0,97852,514,33.329057931900024,5,3,1,1,checkout_successful,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task4,0,0.0,0.0,0.0,68850,334,23.25314474105835,4,2,1,1,checkout_successful,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task5,0,0.0,0.0,0.0,78681,445,27.021209955215454,4,2,1,1,checkout_successful,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task6,0,0.0,0.0,0.0,56492,267,16.53536605834961,3,1,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task7,0,0.0,0.0,0.0,228064,497,35.057663917541504,6,3,2,1,checkout_successful,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task8,0,0.0,0.0,0.0,138158,433,28.521883249282837,6,3,2,1,checkout_successful,True,False
