interface,model,task_id,total_search_invocations,total_elements_retrieved
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Specific_Task3,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Specific_Task4,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Specific_Task5,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Specific_Task6,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Specific_Task7,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Specific_Task8,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Specific_Task9,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Vague_Task1,8,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Vague_Task2,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Vague_Task3,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Vague_Task4,4,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Vague_Task5,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Best_Fit_Vague_Task6,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task1,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task10,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task2,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task3,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task4,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task5,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task6,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task7,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task8,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Cheapest_Product_Search_Task9,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Checkout_Task1,0,0
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Checkout_Task2,0,0
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Checkout_Task3,0,0
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Checkout_Task4,0,0
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Checkout_Task5,0,0
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Checkout_Task6,0,0
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Checkout_Task7,0,0
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Checkout_Task8,0,0
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_EndToEnd_Task1,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_EndToEnd_Task2,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_EndToEnd_Task3,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_EndToEnd_Task4,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_EndToEnd_Task5,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_EndToEnd_Task6,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_EndToEnd_Task7,8,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_EndToEnd_Task8,8,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Find_Compatible_Products_Task1,8,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Find_Compatible_Products_Task2,8,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Find_Compatible_Products_Task3,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Find_Compatible_Products_Task4,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Find_Compatible_Products_Task5,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task1,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task10,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task11,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task12,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task2,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task3,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task4,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task5,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task6,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task7,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task8,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Single_Product_Search_Task9,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Substitutes_Task1,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Substitutes_Task2,4,40
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Substitutes_Task3,4,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Substitutes_Task4,4,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Substitutes_Task5,4,80
nlweb_mcp_enhanced_results_20250724_133510.json,unknown,Webmall_Substitutes_Task6,4,60
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Add_To_Cart_Task1,4,49
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Add_To_Cart_Task2,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Add_To_Cart_Task3,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Add_To_Cart_Task4,4,49
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Add_To_Cart_Task5,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Add_To_Cart_Task6,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Add_To_Cart_Task7,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Checkout_Task1,0,0
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Checkout_Task2,0,0
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Checkout_Task3,0,0
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Checkout_Task4,0,0
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Checkout_Task5,0,0
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Checkout_Task6,0,0
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Checkout_Task7,0,0
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Checkout_Task8,0,0
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_EndToEnd_Task1,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_EndToEnd_Task2,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_EndToEnd_Task3,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_EndToEnd_Task4,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_EndToEnd_Task5,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_EndToEnd_Task6,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_EndToEnd_Task7,8,96
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_EndToEnd_Task8,8,96
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task1,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task10,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task11,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task12,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task2,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task3,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task4,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task5,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task6,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task7,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task8,4,48
nlweb_mcp_enhanced_results_20250724_135630.json,unknown,Webmall_Single_Product_Search_Task9,4,48
