task_category,task_id,task_completion_rate,precision,recall,f1_score,prompt_tokens,completion_tokens,execution_time_seconds,total_tool_calls,search_tool_calls,cart_tool_calls,checkout_tool_calls,evaluation_strategy,checkout_successful,error_occurred
Webmall_Substitutes,Webmall_Substitutes_Task1,0,0.0,0.0,0.0,36119,2722,66.38294506072998,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task2,1,1.0,1.0,1.0,60646,1799,47.38416934013367,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task3,1,1.0,1.0,1.0,200796,3760,101.46654105186462,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task4,1,1.0,1.0,1.0,110366,3278,77.64686799049377,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task5,0,0.0,0.0,0.0,50533,3116,75.36338305473328,8,8,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task6,0,0.0,0.0,0.0,29766,2567,73.9708800315857,4,4,0,0,search_only,False,False
Webmall_Checkout,Webmall_Checkout_Task1,1,1.0,1.0,1.0,75168,3093,66.38252592086792,6,4,1,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task2,1,1.0,1.0,1.0,131995,2063,55.70346283912659,6,4,1,1,checkout_successful,True,False
Webmall_Checkout,Webmall_Checkout_Task3,1,1.0,1.0,1.0,268689,1985,65.69422006607056,6,4,1,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task4,1,1.0,1.0,1.0,59487,2582,56.04240107536316,6,4,1,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task5,1,1.0,1.0,1.0,79920,4114,77.79767394065857,6,4,1,1,checkout_successful,True,False
Webmall_Checkout,Webmall_Checkout_Task6,1,1.0,1.0,1.0,134117,4536,82.38243293762207,6,4,1,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task7,1,1.0,1.0,1.0,79459,2215,48.27934694290161,6,4,1,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task8,1,1.0,1.0,1.0,123747,4318,78.31853675842285,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task1,1,1.0,1.0,1.0,157106,6091,88.37960696220398,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task2,1,1.0,1.0,1.0,85269,3243,58.444316148757935,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task3,1,1.0,1.0,1.0,644006,3867,101.4903519153595,10,8,1,1,checkout_successful,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task4,1,1.0,1.0,1.0,83068,5271,110.02502608299255,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task5,1,1.0,1.0,1.0,121255,5039,94.70146369934082,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task6,1,1.0,1.0,1.0,145250,4379,106.53590321540833,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task7,0,0.5,0.5,0.5,369902,8439,198.09922575950623,12,8,2,2,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task8,0,0.5,0.5,0.5,541656,19154,398.67297983169556,15,8,5,2,checkout_successful_fallback,True,False
