task_category,task_id,task_completion_rate,precision,recall,f1_score,prompt_tokens,completion_tokens,execution_time_seconds,total_tool_calls,search_tool_calls,cart_tool_calls,checkout_tool_calls,evaluation_strategy,checkout_successful,error_occurred
Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task4,0,1.0,0.8888888888888888,0.9411764705882353,48496,4362,106.55954003334045,4,4,0,0,search_only,False,False
Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task5,1,1.0,1.0,1.0,98840,2967,85.64474320411682,4,4,0,0,search_only,False,False
Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task6,1,1.0,1.0,1.0,347847,4157,133.49586296081543,12,12,0,0,search_only,False,False
Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task7,0,0.0,0.0,0.0,30210,4376,94.55226612091064,4,4,0,0,search_only,False,False
Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task8,0,0.25,1.0,0.4,133417,7869,235.22543597221375,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task1,0,0.0,0.0,0.0,103687,2210,57.43488597869873,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task2,1,1.0,1.0,1.0,102625,1892,56.500738859176636,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task3,1,1.0,1.0,1.0,96874,2527,73.50395965576172,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task4,0,0.0,0.0,0.0,88509,2403,66.92839097976685,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task5,1,1.0,1.0,1.0,103440,1753,55.629029989242554,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task6,0,0.0,0.0,0.0,179695,2997,121.12106132507324,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task7,1,1.0,1.0,1.0,57605,1081,68.68763303756714,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task8,0,0.0,0.0,0.0,47371,1857,56.39286994934082,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task9,0,0.0,0.0,0.0,71968,3702,109.98185706138611,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task10,0,0.0,0.0,0.0,28925,1863,51.481658697128296,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task1,0,0.0,0.0,0.0,6334,431,13.973666191101074,0,0,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task2,1,1.0,1.0,1.0,65171,3464,92.02979779243469,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task3,0,0.0,0.0,0.0,105549,3028,84.85159397125244,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task4,0,0.25,0.1,0.14285714285714288,109913,3736,125.14695620536804,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task5,0,0.0,0.0,0.0,102020,2411,111.53550910949707,4,4,0,0,search_only,False,False
Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task6,0,0.6,1.0,0.7499999999999999,125692,4450,153.87959599494934,4,4,0,0,search_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task1,1,1.0,1.0,1.0,483826,4034,229.34059596061707,7,5,2,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task2,0,0.4,1.0,0.5714285714285715,1155023,6974,320.15301609039307,13,4,9,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task3,0,0.5,1.0,0.6666666666666666,601445,2757,212.46093702316284,8,4,4,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task4,1,1.0,1.0,1.0,230329,2370,133.00574398040771,8,4,4,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task5,0,0.3333333333333333,1.0,0.5,369946,6152,356.3294539451599,9,5,4,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task6,0,0.5,1.0,0.6666666666666666,384775,6814,337.124813079834,12,6,6,0,cart_only,False,False
Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task7,0,0.3333333333333333,1.0,0.5,245950,5958,245.5172460079193,12,4,8,0,cart_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task1,0,0.07142857142857142,0.3333333333333333,0.11764705882352941,52565,4427,114.40509414672852,4,4,0,0,search_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task2,0,0.4,0.6666666666666666,0.5,101770,3703,125.63056683540344,4,4,0,0,search_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task3,1,1.0,1.0,1.0,45884,2980,85.82256889343262,4,4,0,0,search_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task4,1,1.0,1.0,1.0,47995,2275,58.1895911693573,4,4,0,0,search_only,False,False
Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task5,0,0.5,1.0,0.6666666666666666,86702,2685,86.13886594772339,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task1,0,0.0,0.0,0.0,43249,1352,49.16275405883789,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task2,1,1.0,1.0,1.0,59870,1860,76.7282018661499,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task3,1,1.0,1.0,1.0,89589,3169,190.77691316604614,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task4,1,1.0,1.0,1.0,58332,1361,25.601520776748657,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task5,1,1.0,1.0,1.0,32354,2409,82.90491604804993,4,4,0,0,search_only,False,False
Webmall_Substitutes,Webmall_Substitutes_Task6,1,1.0,1.0,1.0,92822,1997,40.74206590652466,4,4,0,0,search_only,False,False
Webmall_Checkout,Webmall_Checkout_Task1,1,1.0,1.0,1.0,66006,1749,66.83651995658875,7,4,1,2,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task2,1,1.0,1.0,1.0,101471,1041,69.99156904220581,7,4,2,1,checkout_successful,True,False
Webmall_Checkout,Webmall_Checkout_Task3,1,1.0,1.0,1.0,71887,1925,62.275259017944336,6,4,1,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task4,1,1.0,1.0,1.0,147133,2357,106.55987405776978,8,4,3,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task5,1,1.0,1.0,1.0,54983,1137,68.49057602882385,6,4,1,1,checkout_successful,True,False
Webmall_Checkout,Webmall_Checkout_Task6,1,1.0,1.0,1.0,55437,1440,49.87055325508118,6,4,1,1,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task7,1,1.0,1.0,1.0,154053,2258,71.8084888458252,9,4,3,2,checkout_successful_fallback,True,False
Webmall_Checkout,Webmall_Checkout_Task8,1,1.0,1.0,1.0,170556,1928,67.67075395584106,7,5,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task1,1,1.0,1.0,1.0,85469,1851,41.69730496406555,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task2,1,1.0,1.0,1.0,102235,1710,51.40367937088013,7,4,1,2,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task3,1,1.0,1.0,1.0,168178,1586,52.011128187179565,6,4,1,1,checkout_successful,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task4,1,1.0,1.0,1.0,131276,1600,51.88394808769226,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task5,1,1.0,1.0,1.0,56862,1636,42.3738968372345,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task6,1,1.0,1.0,1.0,78222,2008,50.535228967666626,6,4,1,1,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task7,1,1.0,1.0,1.0,240522,3307,70.47972202301025,12,8,2,2,checkout_successful_fallback,True,False
Webmall_EndToEnd,Webmall_EndToEnd_Task8,0,0.5,0.5,0.5,239977,3242,81.27698302268982,12,8,2,2,checkout_successful_fallback,True,False
