interface,model,task_id,total_search_invocations,total_elements_retrieved
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_EndToEnd_Task6,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_EndToEnd_Task7,8,184
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_EndToEnd_Task8,8,184
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Find_Compatible_Products_Task1,8,181
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Find_Compatible_Products_Task2,4,409
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Find_Compatible_Products_Task3,4,412
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Find_Compatible_Products_Task4,4,172
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Find_Compatible_Products_Task5,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task1,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task10,4,91
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task11,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task12,4,90
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task2,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task3,8,183
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task4,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task5,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task6,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task7,4,90
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task8,4,91
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Single_Product_Search_Task9,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Substitutes_Task1,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Substitutes_Task2,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Substitutes_Task3,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Substitutes_Task4,4,410
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Substitutes_Task5,4,92
nlweb_mcp_enhanced_results_20251009_123028.json,unknown,Webmall_Substitutes_Task6,4,169
